age,education.num,capital.gain,capital.loss,hours.per.week,workclass,marital.status,occupation,race,sex,native.country,income
49,9,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,>50K
50,13,0,1887,50,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
55,9,0,0,40,Private,Divorced,Sales,White,Female,United-States,<=50K
58,9,2174,0,40,Private,Divorced,Adm-clerical,White,Female,United-States,<=50K
49,9,0,0,30,Self-emp-not-inc,Never-married,Craft-repair,White,Male,United-States,<=50K
37,10,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,>50K
40,13,0,0,45,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
23,14,0,0,36,Private,Never-married,Prof-specialty,White,Female,United-States,<=50K
23,13,3325,0,40,Private,Never-married,Tech-support,White,Female,United-States,<=50K
48,9,914,0,40,Private,Separated,Adm-clerical,White,Female,United-States,<=50K
36,12,0,0,40,Private,Married-civ-spouse,Tech-support,White,Male,United-States,>50K
38,10,0,0,38,Private,Divorced,Sales,White,Female,United-States,<=50K
25,9,0,0,40,Private,Separated,Craft-repair,White,Male,Mexico,<=50K
41,9,0,0,40,Private,Divorced,Craft-repair,White,Male,United-States,<=50K
34,14,0,0,50,Private,Married-civ-spouse,Exec-managerial,White,Male,France,<=50K
60,9,0,0,40,Private,Widowed,Machine-op-inspct,White,Female,United-States,<=50K
22,7,0,0,35,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
41,9,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45,6,0,0,40,Private,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,Vietnam,<=50K
46,14,0,1977,45,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
24,10,0,0,40,State-gov,Never-married,Other-service,White,Male,United-States,<=50K
19,10,0,0,38,Private,Never-married,Sales,White,Female,United-States,<=50K
35,9,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
43,10,0,0,40,Local-gov,Married-civ-spouse,Other-service,White,Male,United-States,<=50K
38,9,0,0,40,Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
45,13,0,1408,40,Private,Divorced,Exec-managerial,White,Male,United-States,<=50K
24,13,0,0,40,Private,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,Philippines,<=50K
33,14,0,0,50,Private,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K
42,6,0,0,40,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
18,10,0,0,40,?,Never-married,?,White,Female,United-States,<=50K
20,10,0,0,20,Private,Never-married,Other-service,White,Female,United-States,<=50K
53,2,0,0,50,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
61,9,0,0,40,Local-gov,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
30,10,0,0,20,Self-emp-not-inc,Married-civ-spouse,Adm-clerical,White,Female,United-States,>50K
64,10,0,0,20,Self-emp-not-inc,Married-civ-spouse,Sales,White,Male,United-States,<=50K
40,13,0,0,50,Private,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
33,10,0,0,40,?,Never-married,?,White,Male,United-States,<=50K
28,12,0,1887,70,Private,Married-civ-spouse,Tech-support,White,Male,United-States,>50K
39,9,0,0,55,Private,Never-married,Sales,White,Male,United-States,<=50K
29,13,0,0,40,Private,Never-married,Tech-support,White,Male,United-States,<=50K
62,9,0,0,42,Private,Widowed,Adm-clerical,White,Female,United-States,<=50K
22,9,0,0,50,Private,Never-married,Handlers-cleaners,White,Male,Portugal,<=50K
33,10,0,0,45,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
23,9,0,0,40,Private,Never-married,Adm-clerical,White,Female,United-States,<=50K
59,9,0,0,40,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
40,13,0,0,40,Private,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
19,7,0,0,40,Private,Never-married,Other-service,White,Female,United-States,<=50K
48,6,0,0,40,Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
24,6,0,0,40,Private,Married-civ-spouse,Other-service,White,Male,Mexico,<=50K
32,9,0,0,40,Private,Never-married,Machine-op-inspct,White,Female,United-States,<=50K
24,10,0,0,20,Private,Never-married,Adm-clerical,Black,Female,United-States,<=50K
69,6,0,0,40,Private,Never-married,Craft-repair,White,Male,United-States,<=50K
48,11,0,0,50,Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45,9,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
20,10,0,0,35,?,Never-married,?,White,Male,United-States,<=50K
26,9,0,0,52,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
42,13,0,0,40,State-gov,Divorced,Adm-clerical,White,Male,United-States,<=50K
45,13,0,0,40,Private,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,Philippines,<=50K
66,15,20051,0,55,State-gov,Married-civ-spouse,Exec-managerial,Black,Male,United-States,>50K
28,13,0,0,40,Local-gov,Divorced,Prof-specialty,White,Male,United-States,<=50K
29,13,0,0,50,Private,Never-married,Prof-specialty,White,Male,United-States,<=50K
35,9,0,0,32,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
31,13,0,0,40,Local-gov,Never-married,Prof-specialty,White,Female,Germany,<=50K
26,10,0,0,30,Private,Never-married,Adm-clerical,White,Male,United-States,<=50K
36,9,0,0,30,Private,Widowed,Handlers-cleaners,White,Female,United-States,<=50K
47,9,7688,0,55,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
43,3,0,0,40,Private,Divorced,Priv-house-serv,White,Female,Mexico,<=50K
24,10,0,0,40,Private,Never-married,Sales,White,Female,United-States,<=50K
36,13,0,1887,40,Local-gov,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
29,9,0,0,40,Self-emp-not-inc,Never-married,Farming-fishing,White,Male,United-States,<=50K
47,12,0,0,50,Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
51,10,0,0,40,Local-gov,Widowed,Adm-clerical,White,Female,United-States,<=50K
39,7,0,0,40,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
45,9,0,0,35,Private,Divorced,Other-service,Black,Female,United-States,<=50K
39,9,0,0,40,Private,Separated,Other-service,Black,Male,United-States,<=50K
35,9,0,0,40,Federal-gov,Never-married,Adm-clerical,White,Male,United-States,<=50K
38,5,0,0,54,Private,Married-civ-spouse,Farming-fishing,White,Male,Mexico,<=50K
24,13,0,0,40,?,Never-married,?,White,Male,United-States,<=50K
19,9,0,0,40,Private,Never-married,Machine-op-inspct,White,Male,United-States,<=50K
28,10,0,0,40,Private,Married-civ-spouse,Handlers-cleaners,Black,Male,Mexico,<=50K
26,9,0,0,25,Local-gov,Divorced,Adm-clerical,White,Female,United-States,<=50K
45,13,0,0,51,Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
69,13,3818,0,30,Self-emp-inc,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
20,10,0,0,40,Private,Never-married,Machine-op-inspct,Asian-Pac-Islander,Female,?,<=50K
21,9,0,0,65,Private,Never-married,Farming-fishing,White,Male,United-States,<=50K
17,6,0,0,10,Private,Never-married,Other-service,White,Male,Canada,<=50K
36,9,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
41,13,0,1902,55,Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
24,9,0,0,32,Private,Never-married,Other-service,White,Female,United-States,<=50K
23,10,0,0,40,Private,Never-married,Sales,White,Male,United-States,<=50K
51,9,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
51,14,0,0,40,Private,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K
43,9,0,0,45,Private,Separated,Handlers-cleaners,Black,Female,United-States,<=50K
28,9,0,0,50,Self-emp-inc,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
37,13,0,0,43,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,>50K
17,5,0,0,20,Private,Never-married,Other-service,White,Female,United-States,<=50K
31,9,0,0,48,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
27,10,0,0,30,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
32,9,0,0,40,Private,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K
31,10,0,0,45,Private,Never-married,Exec-managerial,White,Male,Honduras,<=50K
35,9,0,0,40,Private,Never-married,Machine-op-inspct,White,Female,United-States,<=50K
22,10,0,0,15,State-gov,Married-civ-spouse,Other-service,Black,Male,United-States,<=50K
24,10,0,0,40,Federal-gov,Never-married,Exec-managerial,White,Male,United-States,<=50K
41,10,0,0,40,Private,Divorced,Adm-clerical,Black,Female,United-States,<=50K
32,9,0,0,45,Private,Separated,Sales,White,Female,United-States,<=50K
39,9,0,0,40,Federal-gov,Married-civ-spouse,Adm-clerical,White,Female,United-States,>50K
30,6,0,0,40,Private,Divorced,Other-service,White,Female,United-States,<=50K
29,13,0,0,40,Federal-gov,Never-married,Prof-specialty,Black,Male,United-States,<=50K
28,6,0,0,40,?,Never-married,?,Black,Female,United-States,<=50K
41,16,15024,0,55,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
69,9,0,0,40,Private,Widowed,Exec-managerial,White,Female,United-States,<=50K
49,9,1506,0,40,Private,Never-married,Transport-moving,Black,Female,United-States,<=50K
23,9,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Female,United-States,>50K
45,13,0,0,40,State-gov,Divorced,Protective-serv,White,Male,United-States,<=50K
26,10,0,0,40,Federal-gov,Never-married,Tech-support,White,Female,United-States,<=50K
56,10,0,0,50,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
23,10,0,0,20,Private,Never-married,Adm-clerical,Black,Male,Haiti,<=50K
45,9,0,0,40,Private,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,Philippines,<=50K
40,10,0,0,40,Self-emp-inc,Married-civ-spouse,Farming-fishing,White,Male,United-States,>50K
28,12,0,0,40,Local-gov,Widowed,Prof-specialty,White,Male,United-States,<=50K
33,10,0,0,40,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
46,12,0,1485,55,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
57,4,0,1602,3,Private,Widowed,Sales,White,Female,United-States,<=50K
27,13,0,0,80,Private,Never-married,Sales,White,Male,United-States,>50K
50,9,0,0,35,Private,Separated,Other-service,White,Female,United-States,<=50K
31,10,0,0,40,Private,Never-married,Adm-clerical,White,Female,United-States,<=50K
29,15,0,0,55,Federal-gov,Never-married,Prof-specialty,White,Female,United-States,<=50K
53,9,0,0,60,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
60,10,0,0,15,Private,Widowed,Sales,White,Female,United-States,<=50K
39,13,7688,0,20,Private,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K
36,10,0,0,40,Local-gov,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
22,9,0,0,35,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
49,13,0,1902,50,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
18,7,0,0,25,Private,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
35,11,0,0,40,?,Married-civ-spouse,?,White,Female,United-States,>50K
37,9,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
28,7,0,0,40,Self-emp-not-inc,Never-married,Sales,White,Male,United-States,<=50K
54,10,0,0,40,Private,Married-civ-spouse,Protective-serv,White,Male,United-States,>50K
23,10,0,0,30,Private,Never-married,Exec-managerial,White,Male,United-States,<=50K
44,9,0,0,48,Private,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
33,10,0,0,40,Private,Separated,Adm-clerical,White,Female,United-States,<=50K
52,10,0,0,12,?,Married-civ-spouse,?,White,Male,United-States,<=50K
48,10,0,0,40,Private,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
65,10,0,0,40,Private,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
42,13,0,0,40,Federal-gov,Divorced,Adm-clerical,White,Male,United-States,<=50K
41,11,0,0,70,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,United-States,>50K
72,7,0,0,35,Private,Divorced,Other-service,Black,Female,United-States,<=50K
31,10,0,1740,20,Private,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K
67,10,20051,0,20,Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
20,10,0,0,20,Self-emp-inc,Never-married,Adm-clerical,White,Female,United-States,<=50K
71,6,0,0,8,Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45,14,0,1977,43,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
24,9,0,0,55,Private,Never-married,Sales,White,Female,United-States,<=50K
33,4,0,0,40,?,Separated,?,White,Male,Guatemala,<=50K
40,14,0,0,60,Local-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
40,10,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,Other,Male,United-States,>50K
22,13,0,0,40,Private,Never-married,Exec-managerial,White,Male,United-States,<=50K
52,9,0,0,38,Private,Divorced,Other-service,White,Male,United-States,<=50K
37,9,0,0,44,Private,Married-civ-spouse,Other-service,White,Male,United-States,>50K
51,7,0,0,40,Private,Never-married,Other-service,Black,Female,United-States,<=50K
17,6,0,0,20,Private,Never-married,Farming-fishing,White,Male,United-States,<=50K
23,9,0,0,40,Private,Never-married,Craft-repair,White,Male,United-States,<=50K
22,13,0,0,40,State-gov,Never-married,Tech-support,White,Female,United-States,<=50K
47,16,0,0,40,State-gov,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
56,7,0,0,49,Private,Divorced,Craft-repair,White,Male,United-States,<=50K
35,10,0,0,60,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
17,6,0,0,12,Private,Never-married,Sales,White,Female,United-States,<=50K
27,11,0,0,40,?,Married-civ-spouse,?,Amer-Indian-Eskimo,Female,United-States,>50K
19,9,0,0,30,Private,Never-married,Other-service,White,Male,United-States,<=50K
21,10,1055,0,32,Private,Never-married,Prof-specialty,White,Female,United-States,<=50K
28,10,0,0,40,Federal-gov,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
60,10,0,0,40,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
60,10,0,0,55,Private,Married-civ-spouse,Sales,White,Male,United-States,<=50K
32,13,0,0,50,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
51,13,0,0,40,Private,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
27,13,0,0,6,?,Married-civ-spouse,?,Other,Female,Mexico,<=50K
28,14,0,0,30,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K
20,10,0,0,30,Private,Never-married,Prof-specialty,White,Female,United-States,<=50K
36,14,0,0,40,Private,Married-civ-spouse,Other-service,White,Male,United-States,<=50K
22,13,0,0,25,Private,Never-married,Adm-clerical,White,Female,United-States,<=50K
33,13,0,0,50,Private,Never-married,Adm-clerical,White,Female,United-States,<=50K
65,9,0,0,20,Private,Widowed,Other-service,Black,Female,Jamaica,<=50K
27,13,0,0,35,Local-gov,Never-married,Prof-specialty,White,Male,United-States,<=50K
62,10,0,0,30,Private,Divorced,Adm-clerical,White,Female,United-States,<=50K
20,10,0,0,40,?,Never-married,?,Black,Female,United-States,<=50K
60,8,0,0,40,Private,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K
40,11,0,0,15,?,Married-civ-spouse,?,White,Male,United-States,<=50K
60,10,0,0,48,Private,Divorced,Sales,White,Female,United-States,<=50K
46,9,0,0,45,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
41,13,0,0,50,Private,Never-married,Adm-clerical,Asian-Pac-Islander,Male,United-States,<=50K
40,9,0,0,25,?,Divorced,?,White,Male,United-States,<=50K
42,13,0,0,60,Self-emp-inc,Married-civ-spouse,Sales,White,Male,United-States,>50K
44,13,0,0,40,Local-gov,Divorced,Protective-serv,White,Male,United-States,<=50K
35,4,0,0,40,Private,Divorced,Tech-support,White,Female,United-States,<=50K
31,9,0,0,85,Private,Never-married,Other-service,White,Male,United-States,<=50K
53,14,0,0,40,Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
49,9,0,0,40,Local-gov,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
40,10,0,0,40,Private,Married-civ-spouse,Sales,Black,Female,Puerto-Rico,<=50K
32,6,0,0,40,Private,Divorced,Machine-op-inspct,White,Male,United-States,<=50K
43,14,0,0,40,Private,Never-married,Adm-clerical,White,Male,United-States,<=50K
30,7,0,0,40,Private,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
25,14,4650,0,37,Private,Never-married,Prof-specialty,White,Female,United-States,<=50K
54,9,0,0,40,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
33,9,0,0,30,Private,Never-married,Craft-repair,White,Male,United-States,<=50K
66,7,0,0,40,?,Married-civ-spouse,?,White,Male,United-States,<=50K
40,9,0,0,40,Private,Divorced,Craft-repair,White,Male,United-States,<=50K
58,9,0,0,45,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
23,9,0,0,16,Private,Never-married,Protective-serv,Black,Male,United-States,<=50K
36,9,0,0,50,Private,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K
26,9,0,0,60,Private,Never-married,Adm-clerical,White,Male,United-States,<=50K
19,9,0,0,40,Private,Never-married,Other-service,Black,Male,United-States,<=50K
39,9,0,0,40,Private,Divorced,Machine-op-inspct,White,Female,United-States,<=50K
42,9,0,0,30,Private,Divorced,Other-service,White,Female,United-States,<=50K
56,10,0,1848,50,Private,Married-civ-spouse,Sales,White,Male,United-States,>50K
26,13,0,0,40,Local-gov,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
46,9,0,0,40,State-gov,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
39,10,0,0,40,Private,Separated,Adm-clerical,Black,Female,United-States,<=50K
29,12,3674,0,40,Local-gov,Never-married,Adm-clerical,White,Male,United-States,<=50K
30,10,0,0,8,Self-emp-not-inc,Never-married,Craft-repair,White,Male,United-States,<=50K
44,9,0,0,60,Private,Married-civ-spouse,Sales,White,Male,United-States,<=50K
45,13,0,0,40,Local-gov,Divorced,Prof-specialty,White,Female,United-States,<=50K
63,9,0,0,40,Private,Divorced,Protective-serv,White,Male,United-States,<=50K
58,9,0,0,40,Self-emp-not-inc,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
62,13,0,0,20,Private,Married-civ-spouse,Sales,White,Male,United-States,>50K
32,13,0,0,50,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45,13,0,0,50,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
31,10,4650,0,40,Private,Divorced,Craft-repair,White,Male,United-States,<=50K
25,9,0,0,36,Private,Never-married,Adm-clerical,White,Male,United-States,<=50K
37,13,0,0,36,Private,Separated,Other-service,Asian-Pac-Islander,Female,Philippines,<=50K
51,6,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
41,9,0,0,40,Local-gov,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
43,13,0,0,40,Private,Married-civ-spouse,Handlers-cleaners,Black,Male,Haiti,>50K
38,4,0,0,45,?,Married-civ-spouse,?,White,Male,United-States,<=50K
35,10,0,0,40,Private,Never-married,Sales,White,Male,United-States,<=50K
52,9,0,0,40,Private,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
48,11,0,0,50,Private,Married-civ-spouse,Tech-support,White,Male,United-States,>50K
47,9,0,0,9,Private,Divorced,Other-service,Black,Male,United-States,<=50K
45,9,0,0,47,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
48,10,0,0,38,Private,Never-married,Craft-repair,White,Female,United-States,>50K
60,10,0,0,40,Private,Married-civ-spouse,Prof-specialty,White,Male,?,<=50K
48,14,0,0,40,Private,Married-civ-spouse,Prof-specialty,White,Male,El-Salvador,>50K
65,9,0,0,30,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
30,13,0,0,55,Private,Never-married,Exec-managerial,White,Female,United-States,<=50K
25,13,6849,0,50,Private,Never-married,Sales,White,Female,United-States,<=50K
45,10,0,0,40,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,>50K
25,10,0,0,35,Private,Never-married,Adm-clerical,White,Male,United-States,<=50K
29,11,0,0,60,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
63,5,0,0,40,Private,Married-civ-spouse,Farming-fishing,Black,Male,United-States,<=50K
52,10,0,1740,60,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
41,13,0,0,60,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
47,9,0,0,32,Private,Divorced,Other-service,White,Male,United-States,<=50K
27,9,0,0,32,Private,Never-married,Machine-op-inspct,White,Female,United-States,<=50K
31,9,0,0,40,Private,Separated,Craft-repair,Black,Male,United-States,<=50K
20,9,0,0,40,State-gov,Never-married,Other-service,White,Female,United-States,<=50K
38,9,0,0,40,Private,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
39,9,0,0,40,Private,Divorced,Adm-clerical,White,Female,United-States,<=50K
18,9,0,0,37,Private,Never-married,Machine-op-inspct,White,Male,United-States,<=50K
39,9,5178,0,50,Self-emp-inc,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
37,13,0,0,30,Private,Never-married,Farming-fishing,White,Male,United-States,<=50K
65,7,0,0,40,?,Married-civ-spouse,?,White,Male,Mexico,<=50K
45,12,0,0,40,Local-gov,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
22,13,0,0,20,State-gov,Never-married,Prof-specialty,White,Female,United-States,<=50K
28,9,0,0,40,State-gov,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K
45,11,0,1977,50,Private,Married-civ-spouse,Sales,White,Male,United-States,>50K
42,11,0,0,32,Private,Divorced,Other-service,White,Female,United-States,<=50K
56,10,0,0,50,Self-emp-inc,Married-civ-spouse,Sales,White,Male,United-States,<=50K
30,12,0,0,40,Private,Never-married,Tech-support,White,Female,United-States,<=50K
46,10,0,0,40,State-gov,Never-married,Exec-managerial,White,Female,United-States,<=50K
43,14,0,0,30,Private,Never-married,Other-service,White,Female,Poland,<=50K
29,9,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
40,12,0,0,50,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
43,13,0,0,45,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
47,13,0,0,70,Private,Married-civ-spouse,Sales,White,Male,United-States,<=50K
25,2,0,0,25,Private,Never-married,Other-service,White,Male,El-Salvador,<=50K
28,9,4064,0,45,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
32,15,0,1977,60,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
45,10,0,0,40,State-gov,Divorced,Prof-specialty,White,Female,United-States,<=50K
23,13,0,0,28,Private,Never-married,Exec-managerial,White,Male,United-States,<=50K
19,9,0,0,16,Private,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
41,10,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
55,15,15024,0,40,Federal-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
28,10,0,0,55,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
38,9,0,0,30,Private,Separated,Transport-moving,Black,Female,United-States,<=50K
37,12,0,0,65,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
24,10,0,0,75,Self-emp-not-inc,Never-married,Other-service,White,Female,United-States,<=50K
59,10,0,0,60,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
19,8,0,0,20,State-gov,Never-married,Transport-moving,Black,Male,United-States,<=50K
35,13,0,0,50,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
50,9,0,0,40,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
52,6,0,0,45,Private,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
52,13,0,0,38,Private,Never-married,Prof-specialty,White,Male,United-States,<=50K
29,9,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
30,13,0,0,60,Private,Never-married,Tech-support,White,Male,Hungary,<=50K
28,10,0,1887,40,?,Married-civ-spouse,?,White,Female,United-States,>50K
20,10,0,0,40,Private,Never-married,Transport-moving,White,Male,United-States,<=50K
20,10,0,0,15,?,Never-married,?,White,Female,United-States,<=50K
59,10,4064,0,40,Private,Married-civ-spouse,Sales,White,Male,United-States,<=50K
21,9,0,0,40,Private,Never-married,Craft-repair,White,Male,United-States,<=50K
47,4,0,0,35,Private,Married-civ-spouse,Machine-op-inspct,Black,Female,United-States,<=50K
17,7,0,0,20,Private,Never-married,Transport-moving,White,Male,United-States,<=50K
23,10,0,0,35,Private,Never-married,Other-service,White,Male,Mexico,<=50K
24,9,0,0,40,Private,Married-civ-spouse,Transport-moving,White,Female,United-States,<=50K
59,9,0,0,60,Private,Never-married,Craft-repair,Black,Male,United-States,<=50K
22,10,0,0,40,Private,Never-married,Tech-support,White,Male,United-States,<=50K
31,12,0,0,40,Private,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
18,7,0,0,10,Private,Never-married,Other-service,White,Male,United-States,<=50K
53,10,0,0,40,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
26,9,0,0,40,Private,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
43,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Other,Male,Mexico,<=50K
46,13,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
44,8,0,0,36,Private,Never-married,Transport-moving,Black,Male,United-States,<=50K
53,7,0,0,45,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
52,14,0,0,40,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
41,9,0,0,25,Local-gov,Never-married,Other-service,White,Female,United-States,<=50K
22,10,0,0,40,Local-gov,Never-married,Protective-serv,White,Male,United-States,<=50K
33,10,0,0,80,Private,Never-married,Craft-repair,White,Male,United-States,<=50K
53,10,0,0,40,Private,Separated,Adm-clerical,White,Male,Cuba,<=50K
36,10,7298,0,39,State-gov,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K
40,9,0,0,45,Private,Never-married,Adm-clerical,White,Female,United-States,<=50K
37,6,0,0,55,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
35,9,0,0,40,Private,Never-married,Other-service,Black,Female,United-States,<=50K
71,10,0,0,35,Private,Widowed,Sales,White,Male,United-States,>50K
49,9,0,0,40,Private,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
41,10,0,0,20,?,Widowed,?,Black,Female,United-States,<=50K
21,9,0,0,30,Private,Never-married,Other-service,White,Female,United-States,<=50K
47,10,0,0,30,State-gov,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K
