age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,sex,race,c_charge_degree,two_year_recid
36,0,2,0,0,1,0.0,Male,Caucasian,F,0
41,0,1,0,0,0,1.0,Female,African-American,F,0
49,0,1,0,0,0,1.0,Male,African-American,M,1
32,0,7,0,0,0,1.0,Male,African-American,F,0
27,0,2,0,0,1,31.0,Female,African-American,F,1
24,0,3,0,0,0,1.0,Male,Asian,F,0
32,0,2,0,0,0,1.0,Male,African-American,F,0
21,0,7,0,0,2,1.0,Male,African-American,F,1
29,0,2,0,0,0,1.0,Male,Caucasian,F,0
47,0,1,0,0,0,1.0,Male,Hispanic,M,1
67,0,1,0,0,0,3.0,Female,Caucasian,M,0
27,0,6,0,0,2,1.0,Male,Caucasian,F,1
43,0,3,0,0,2,1.0,Male,African-American,F,0
22,0,8,0,0,0,1.0,Female,African-American,F,0
46,0,1,0,0,0,1.0,Female,Caucasian,M,0
26,0,7,0,0,10,114.0,Male,Caucasian,F,1
26,0,3,0,0,1,177.0,Male,Caucasian,M,0
28,0,4,0,1,2,1.0,Male,African-American,F,1
46,0,7,0,0,10,1.0,Male,Caucasian,F,1
30,0,5,0,0,1,1.0,Male,African-American,M,1
23,0,6,0,0,3,1.0,Male,African-American,F,1
23,0,4,0,0,2,1.0,Male,African-American,M,1
31,0,2,0,0,0,1.0,Male,African-American,F,0
69,0,1,0,0,0,1.0,Male,Hispanic,M,0
41,0,5,0,0,13,1.0,Male,African-American,F,0
22,0,7,0,1,1,0.0,Male,African-American,F,1
60,0,2,0,0,2,1.0,Male,Caucasian,M,0
26,0,9,0,0,7,98.0,Male,Caucasian,M,1
39,0,6,0,0,2,88.0,Male,Caucasian,F,1
22,0,6,0,0,1,1.0,Male,African-American,F,0
22,0,8,1,1,2,1.0,Male,Caucasian,F,1
53,0,4,0,0,2,1.0,Male,Caucasian,F,0
22,0,5,1,2,1,1.0,Male,African-American,F,0
43,0,4,0,0,13,1.0,Male,Caucasian,F,1
51,0,1,0,0,0,0.0,Male,Caucasian,F,0
28,0,10,0,0,1,39.0,Male,Caucasian,F,0
38,0,1,0,0,0,0.0,Male,Hispanic,F,0
29,0,3,0,0,0,1.0,Male,African-American,M,0
28,2,10,1,0,11,1.0,Male,African-American,F,0
29,0,6,0,0,0,1.0,Female,Caucasian,F,1
21,0,8,0,0,2,1.0,Male,African-American,M,1
38,0,9,0,0,3,1.0,Male,Caucasian,F,1
23,0,6,0,0,2,1.0,Male,African-American,F,1
51,0,1,0,0,6,33.0,Male,Caucasian,M,1
38,0,5,0,0,1,18.0,Female,Caucasian,M,1
30,0,2,0,0,1,1.0,Male,African-American,F,0
27,0,5,0,0,2,1.0,Female,Caucasian,F,1
48,0,8,0,0,2,1.0,Male,Caucasian,M,0
25,0,9,0,0,7,0.0,Male,Native American,F,0
78,0,1,0,0,1,1.0,Male,Caucasian,M,1
24,0,4,0,0,1,37.0,Male,Caucasian,M,0
29,0,5,0,0,0,1.0,Male,African-American,M,0
43,0,6,0,0,12,1.0,Male,Caucasian,F,0
23,0,6,0,0,1,1.0,Male,African-American,F,1
24,0,3,0,0,0,1.0,Male,African-American,M,0
32,0,9,0,0,5,0.0,Male,Caucasian,F,1
29,0,5,0,0,3,0.0,Male,African-American,F,1
32,0,4,0,1,8,1.0,Male,African-American,F,0
21,0,6,0,0,0,0.0,Male,Hispanic,F,1
28,0,6,0,0,8,161.0,Male,Caucasian,F,1
25,0,6,0,0,2,1.0,Male,Other,M,0
45,1,7,0,1,20,0.0,Male,African-American,M,0
51,0,3,0,0,3,18.0,Male,African-American,F,0
44,0,3,0,0,0,1.0,Male,African-American,F,0
33,0,9,0,0,23,1.0,Male,African-American,F,1
22,0,8,1,0,1,1.0,Male,Caucasian,F,1
30,0,8,0,0,5,30.0,Male,Other,M,1
53,0,5,0,0,1,92.0,Male,Other,F,0
29,0,7,0,0,6,2.0,Female,Caucasian,F,1
35,3,10,0,0,13,1.0,Male,African-American,F,0
60,0,1,0,0,0,1.0,Female,Caucasian,M,0
27,0,5,0,0,2,1.0,Female,Caucasian,F,1
29,0,9,0,0,8,65.0,Male,African-American,M,0
27,0,8,1,0,11,1.0,Male,African-American,F,0
24,0,2,0,2,1,1.0,Male,African-American,M,1
54,0,1,0,0,0,0.0,Female,Hispanic,M,0
20,0,5,0,0,0,1.0,Male,African-American,F,1
33,0,5,0,0,5,1.0,Male,African-American,F,1
24,0,2,0,0,1,13.0,Male,African-American,M,0
42,0,1,0,0,0,3.0,Female,Caucasian,F,0
20,0,2,0,0,0,1.0,Male,Hispanic,M,1
30,0,2,1,0,1,1.0,Male,African-American,M,0
34,0,5,0,1,3,1.0,Male,Caucasian,M,0
25,0,7,0,0,5,1.0,Male,African-American,F,0
23,0,6,0,0,0,1.0,Male,African-American,F,1
31,0,8,0,0,4,1.0,Male,African-American,F,1
44,0,1,0,0,0,1.0,Male,African-American,F,0
26,0,4,0,0,4,0.0,Male,Caucasian,F,1
34,0,5,0,0,7,1.0,Male,African-American,F,1
25,0,8,0,0,4,1.0,Male,African-American,F,1
20,0,5,0,1,0,1.0,Male,African-American,M,1
23,0,3,0,0,0,0.0,Male,Caucasian,F,0
21,0,7,0,0,0,1.0,Male,African-American,F,1
29,0,6,0,0,0,0.0,Male,African-American,F,0
54,0,3,0,0,1,1.0,Male,African-American,F,0
27,0,10,0,0,6,1.0,Female,Caucasian,F,0
25,0,10,1,1,10,4.0,Male,African-American,F,1
32,0,6,0,0,6,347.0,Male,African-American,F,1
54,0,4,0,0,2,29.0,Male,Caucasian,F,1
29,0,7,0,0,0,3.0,Female,Caucasian,F,0
27,0,3,1,0,1,1.0,Female,African-American,F,0
38,1,7,0,1,7,1.0,Male,Hispanic,F,1
51,0,1,0,0,3,0.0,Male,African-American,F,0
32,0,6,0,0,10,1.0,Male,African-American,F,1
23,0,8,0,0,6,1.0,Male,Hispanic,M,0
22,0,8,0,1,0,1.0,Male,African-American,F,1
63,0,1,0,0,1,378.0,Male,Caucasian,M,0
27,0,6,0,0,0,1.0,Male,Caucasian,F,1
47,0,1,0,0,0,1.0,Male,Caucasian,M,0
26,0,4,0,0,5,1.0,Male,African-American,F,0
29,0,7,0,1,7,1.0,Male,Caucasian,M,1
38,1,4,0,0,10,0.0,Male,Caucasian,F,1
34,0,2,0,0,0,1.0,Male,Caucasian,F,0
30,0,2,0,1,1,0.0,Female,Caucasian,F,0
24,0,8,0,0,1,1.0,Male,African-American,M,1
23,1,7,0,0,2,1.0,Male,African-American,F,0
57,0,1,0,0,0,1.0,Male,Caucasian,M,1
57,0,1,0,0,0,1.0,Male,Caucasian,F,0
55,0,1,0,0,0,1.0,Female,Caucasian,F,0
22,0,5,0,0,0,1.0,Female,Caucasian,M,0
26,0,5,0,0,6,0.0,Male,African-American,M,1
44,0,2,0,0,5,0.0,Male,Caucasian,F,0
44,0,1,0,0,1,4.0,Male,Caucasian,F,1
31,0,1,0,0,1,0.0,Male,Other,M,0
53,0,1,0,0,1,1.0,Female,Caucasian,M,0
40,0,1,0,0,1,73.0,Female,African-American,F,0
34,0,9,0,1,15,5.0,Female,Caucasian,F,1
29,0,2,0,0,0,1.0,Male,Caucasian,M,0
30,0,7,0,0,4,184.0,Male,African-American,M,1
44,0,2,0,0,0,1.0,Male,Caucasian,M,0
47,0,6,0,0,1,762.0,Female,African-American,F,0
53,0,2,0,0,0,1.0,Male,Caucasian,F,0
28,0,1,0,0,2,1.0,Male,Caucasian,M,0
20,0,4,0,0,0,1.0,Male,Caucasian,F,0
31,0,3,0,0,1,23.0,Female,Caucasian,F,1
56,0,2,0,0,1,1.0,Male,African-American,F,0
29,0,7,0,0,0,1.0,Male,African-American,F,0
36,0,7,0,0,9,42.0,Male,Caucasian,F,0
62,0,7,0,0,1,613.0,Male,African-American,M,0
53,0,2,0,0,5,1.0,Male,African-American,M,1
32,0,1,0,0,0,0.0,Male,Other,F,1
21,0,2,0,0,0,1.0,Male,African-American,M,1
26,0,3,0,0,0,3.0,Male,African-American,M,1
47,0,8,0,0,17,56.0,Male,African-American,F,0
34,0,8,0,4,11,0.0,Male,African-American,F,1
44,0,1,0,0,0,0.0,Female,African-American,F,0
26,0,3,0,0,1,0.0,Male,African-American,M,1
29,0,2,0,0,2,57.0,Male,Caucasian,M,1
77,0,1,0,0,3,1738.0,Male,Caucasian,F,0
35,0,10,0,0,1,4.0,Male,African-American,M,1
52,0,3,0,0,7,1.0,Male,African-American,M,1
27,0,3,0,0,3,19.0,Female,Caucasian,F,0
22,0,4,0,0,1,11.0,Male,Caucasian,F,0
21,0,9,0,0,0,1.0,Male,Caucasian,F,0
31,0,7,0,0,6,1.0,Male,Caucasian,M,0
31,0,2,0,0,0,1.0,Female,Caucasian,M,0
27,0,1,0,0,0,1.0,Male,African-American,M,1
40,0,4,0,0,7,33.0,Female,African-American,M,0
28,0,6,0,0,7,7.0,Female,Caucasian,F,1
24,0,6,0,0,2,1.0,Male,African-American,F,1
34,0,2,0,0,0,1.0,Male,Other,F,0
21,0,4,0,0,0,1.0,Male,African-American,M,0
42,0,8,0,0,6,1.0,Male,African-American,F,1
27,0,9,1,0,10,1.0,Female,African-American,F,1
51,0,1,0,0,1,35.0,Male,Caucasian,F,0
22,0,3,0,0,0,1.0,Male,Caucasian,F,0
51,1,8,0,0,19,1.0,Male,African-American,F,1
20,0,9,0,0,0,1.0,Male,African-American,F,0
26,0,4,0,0,0,2.0,Male,Caucasian,M,0
20,0,3,0,0,0,1.0,Male,Caucasian,F,0
21,0,3,0,0,0,2.0,Male,Caucasian,F,1
50,0,1,0,0,5,1.0,Male,Caucasian,F,1
36,0,2,0,0,4,15.0,Female,Caucasian,F,1
33,0,3,0,0,0,1.0,Male,Caucasian,F,0
20,0,8,0,0,0,1.0,Female,Caucasian,F,1
41,0,4,0,0,5,1.0,Male,Caucasian,M,1
24,0,2,0,0,0,1.0,Female,African-American,M,0
23,0,4,0,0,1,1.0,Male,African-American,M,0
30,0,5,0,0,4,1.0,Female,African-American,F,0
37,0,8,0,0,8,64.0,Male,Caucasian,F,1
37,0,6,0,0,9,47.0,Male,Hispanic,F,0
43,0,3,0,0,2,1.0,Female,African-American,F,0
26,0,7,0,0,4,4.0,Male,African-American,F,1
24,0,3,0,1,0,1.0,Male,African-American,F,0
27,0,2,0,0,0,1.0,Male,Hispanic,F,1
36,3,8,0,0,16,8.0,Male,African-American,F,1
45,0,3,0,0,6,1.0,Female,Asian,F,1
66,0,1,0,0,1,14.0,Male,Caucasian,F,1
25,0,5,0,0,1,1.0,Male,Caucasian,F,0
33,0,1,0,0,0,4.0,Male,African-American,F,1
39,0,2,0,0,2,1.0,Male,African-American,M,0
56,0,1,0,0,0,1.0,Male,Caucasian,M,0
44,0,6,0,0,6,1.0,Male,African-American,F,0
33,0,3,0,0,4,321.0,Male,Caucasian,M,0
26,0,5,0,0,1,31.0,Male,Caucasian,F,0
69,0,1,0,0,0,1.0,Male,Other,M,0
43,0,4,0,0,0,5.0,Male,Caucasian,M,1
24,0,4,0,0,2,1.0,Male,African-American,F,1
22,0,6,0,0,1,1.0,Male,African-American,M,1
26,0,5,0,0,0,1.0,Male,African-American,M,0
29,0,4,0,0,1,1.0,Female,African-American,M,0
24,0,7,0,1,4,1.0,Male,African-American,F,0
36,0,3,0,0,5,1.0,Male,Caucasian,F,0
30,0,1,0,0,2,1.0,Male,Other,F,0
21,0,7,0,0,1,18.0,Male,African-American,M,1
24,1,10,0,0,2,1.0,Male,African-American,M,1
23,0,2,0,0,1,1.0,Male,African-American,F,1
37,0,1,0,0,0,0.0,Female,Caucasian,M,0
29,0,3,0,0,0,1.0,Female,Other,F,0
23,0,3,0,0,0,1.0,Female,Caucasian,M,0
48,0,9,0,0,5,1.0,Male,African-American,F,1
24,0,10,0,0,1,6.0,Male,Hispanic,F,0
31,0,5,0,0,3,0.0,Male,Caucasian,M,0
54,0,6,0,0,13,293.0,Male,African-American,F,0
24,0,2,1,0,1,1.0,Male,African-American,F,0
20,0,9,0,0,1,50.0,Male,African-American,F,0
23,0,6,0,0,6,0.0,Male,African-American,F,1
24,0,2,0,0,1,60.0,Male,African-American,F,0
52,0,1,0,0,1,1.0,Male,Caucasian,F,0
24,0,3,0,1,2,1.0,Male,African-American,F,1
21,1,6,1,0,2,32.0,Male,African-American,F,0
54,0,5,0,0,5,650.0,Male,Hispanic,F,0
25,0,5,0,1,1,0.0,Male,African-American,F,1
28,0,6,0,0,3,720.0,Female,Caucasian,F,1
27,0,5,0,0,7,1.0,Male,African-American,F,1
23,0,8,0,0,0,1.0,Male,African-American,M,0
26,0,2,0,0,2,1.0,Male,Caucasian,F,1
56,0,1,0,0,1,1.0,Male,African-American,F,0
30,0,8,0,0,2,1895.0,Male,Other,F,0
40,0,4,0,0,5,1.0,Male,Caucasian,F,0
40,0,3,0,0,4,0.0,Female,Hispanic,F,1
25,0,8,0,4,5,1223.0,Male,Hispanic,F,0
61,0,1,0,0,0,1.0,Male,Hispanic,F,0
63,0,1,0,0,0,1.0,Male,Caucasian,M,0
61,0,9,0,0,4,1178.0,Male,African-American,M,1
49,0,1,0,0,1,1.0,Male,Hispanic,F,1
74,0,1,0,0,0,1.0,Male,Caucasian,M,0
34,0,9,0,0,14,1.0,Male,Hispanic,F,1
20,0,5,3,0,3,679.0,Female,African-American,M,0
24,0,1,0,0,1,1.0,Male,African-American,F,1
23,0,4,1,0,4,1.0,Male,Caucasian,M,1
39,0,2,0,0,1,1.0,Male,African-American,M,1
45,0,1,0,0,1,1.0,Male,Caucasian,F,1
28,0,7,0,0,1,1.0,Female,Caucasian,F,0
45,0,7,0,0,17,1.0,Male,African-American,F,1
39,0,4,0,0,0,1.0,Male,African-American,F,1
28,0,3,0,0,3,1.0,Male,Caucasian,F,0
24,0,4,0,0,0,0.0,Female,Hispanic,M,0
28,0,8,0,0,5,2.0,Male,African-American,F,0
35,0,2,0,0,1,0.0,Male,Caucasian,F,0
38,0,3,0,0,1,1.0,Male,Other,F,0
30,0,7,0,0,1,0.0,Male,African-American,M,0
22,0,4,0,0,0,1.0,Male,Hispanic,F,1
31,0,2,0,0,1,1.0,Male,Other,F,0
39,0,1,0,0,1,1.0,Male,Caucasian,F,0
20,0,4,0,0,0,1.0,Male,Caucasian,F,0
33,0,2,0,0,1,17.0,Male,African-American,F,0
24,0,5,0,0,3,0.0,Male,Caucasian,F,0
22,1,7,1,0,6,1.0,Male,African-American,F,1
61,0,8,0,0,2,1.0,Male,African-American,M,0
53,0,1,0,0,1,1.0,Male,Hispanic,F,0
38,0,1,0,0,1,1.0,Male,Other,M,0
33,0,2,0,0,2,29.0,Female,Caucasian,F,0
43,0,6,0,0,7,1.0,Male,African-American,F,1
40,0,7,0,0,3,1.0,Male,African-American,F,0
30,0,9,0,0,18,1.0,Male,African-American,M,1
69,0,1,0,0,2,0.0,Female,Caucasian,M,0
44,0,3,0,0,1,31.0,Female,Caucasian,M,0
33,4,10,0,0,12,1.0,Male,African-American,F,1
47,0,9,0,0,7,1.0,Female,African-American,F,1
26,0,3,0,0,2,1.0,Male,African-American,F,1
51,0,4,0,0,14,1305.0,Male,Other,F,1
27,0,2,0,0,4,1.0,Male,African-American,F,1
22,0,3,0,0,1,1.0,Male,African-American,M,1
21,1,10,0,3,2,0.0,Male,Caucasian,M,0
23,0,5,0,0,1,2.0,Female,African-American,F,1
31,0,3,0,0,3,1.0,Male,African-American,F,1
24,0,3,0,0,0,3.0,Male,African-American,F,0
21,0,5,1,0,0,1.0,Female,Caucasian,M,1
24,0,6,0,0,0,0.0,Female,African-American,F,1
35,0,1,0,0,2,8.0,Male,Hispanic,F,0
25,0,6,0,0,1,1.0,Male,African-American,F,1
31,0,5,0,0,5,1.0,Male,African-American,F,1
40,0,2,0,0,7,19.0,Female,Hispanic,F,1
23,0,6,0,0,1,0.0,Female,Caucasian,M,0
19,0,9,0,0,1,1.0,Female,African-American,F,1
23,0,8,0,2,3,1.0,Male,African-American,F,1
25,0,5,0,0,0,1.0,Male,Caucasian,F,0
20,0,4,0,0,0,1.0,Male,Hispanic,M,1
22,0,9,0,0,5,15.0,Female,African-American,F,1
23,0,4,0,0,0,1.0,Male,Other,F,0
27,0,4,0,0,1,1088.0,Male,Hispanic,F,1
29,0,4,0,0,2,1.0,Male,African-American,M,0
36,0,3,0,0,1,0.0,Female,Hispanic,M,0
48,0,9,0,0,1,125.0,Female,Caucasian,F,0
62,0,1,0,0,0,0.0,Male,Caucasian,M,0
40,0,10,0,0,0,0.0,Male,African-American,F,1
43,0,5,0,0,4,0.0,Male,African-American,M,1
28,0,7,0,0,3,0.0,Male,African-American,F,0
57,0,1,0,0,2,28.0,Male,Caucasian,F,0
31,2,9,1,0,8,0.0,Male,Hispanic,M,1
26,0,6,0,0,0,1.0,Male,Caucasian,M,0
35,1,8,0,4,13,1.0,Male,African-American,F,1
24,0,4,0,0,0,3.0,Female,African-American,F,0
49,0,5,0,0,11,1.0,Male,African-American,M,1
21,0,9,0,1,1,1.0,Male,African-American,F,1
43,0,1,0,0,1,3.0,Male,Other,F,0
25,0,10,0,0,8,1.0,Male,African-American,M,1
24,0,6,0,0,0,1.0,Female,African-American,M,0
56,0,3,0,0,3,0.0,Male,Caucasian,M,0
24,0,3,0,0,0,2.0,Female,African-American,F,0
29,0,4,1,1,4,1.0,Male,African-American,F,1
24,0,6,0,0,0,1.0,Female,Caucasian,M,0
57,0,1,0,0,0,1.0,Male,Other,F,0
21,0,4,0,0,1,1.0,Male,Caucasian,F,0
41,0,6,0,0,2,57.0,Male,African-American,M,1
29,0,3,0,0,1,2.0,Male,Caucasian,F,0
23,0,6,0,0,2,1.0,Male,African-American,F,0
42,3,10,0,0,17,8.0,Female,African-American,F,1
29,0,1,0,0,0,1.0,Male,Asian,F,0
37,0,1,0,0,1,1.0,Male,Caucasian,M,1
21,0,3,0,0,2,12.0,Female,African-American,M,0
56,0,2,0,0,13,13.0,Male,Caucasian,F,0
28,1,8,0,1,11,1.0,Male,African-American,F,1
37,0,1,0,0,0,3.0,Male,Caucasian,M,0
30,0,8,0,1,8,42.0,Male,African-American,M,1
41,0,4,0,0,1,1.0,Male,African-American,F,0
41,0,6,0,0,14,1.0,Male,Caucasian,F,1
20,1,10,0,0,1,1.0,Male,African-American,F,1
46,0,1,0,0,1,4.0,Male,Caucasian,F,0
20,0,4,0,0,0,1.0,Male,Caucasian,F,1
28,0,1,0,0,0,1.0,Male,Hispanic,M,1
24,0,7,0,0,2,1.0,Female,African-American,M,1
28,0,3,0,0,1,1.0,Male,Other,F,1
22,0,7,0,0,3,35.0,Male,African-American,F,1
21,0,6,0,0,0,1.0,Female,African-American,F,0
56,0,1,0,0,1,0.0,Male,African-American,F,0
37,0,3,0,0,0,1.0,Male,African-American,M,0
28,0,6,0,0,2,1.0,Male,Caucasian,F,0
58,0,1,0,0,0,2.0,Female,Caucasian,M,0
45,0,4,0,0,2,0.0,Male,Caucasian,M,0
25,0,3,1,0,1,2.0,Male,African-American,M,1
77,0,1,0,0,1,2.0,Male,Caucasian,M,0
22,0,5,0,0,5,1.0,Male,Caucasian,M,1
51,0,4,0,0,0,1.0,Male,African-American,F,1
25,0,6,1,2,14,1.0,Female,Hispanic,F,0
67,0,1,0,0,0,0.0,Male,Caucasian,M,0
50,0,1,0,0,0,1.0,Male,Caucasian,M,0
24,0,4,0,0,0,0.0,Male,Caucasian,F,0
53,0,1,0,0,0,1.0,Female,Caucasian,M,0
25,0,7,0,0,1,0.0,Male,Hispanic,M,1
26,0,6,0,0,4,1.0,Male,African-American,F,1
25,0,1,0,0,0,0.0,Male,Other,M,0
25,0,5,0,0,2,1.0,Male,Hispanic,F,1
31,0,6,0,0,5,0.0,Male,Hispanic,F,1
33,0,2,0,0,0,1.0,Male,Hispanic,M,0
29,0,10,0,0,11,1.0,Male,African-American,M,0
59,0,5,0,0,5,2186.0,Male,African-American,M,0
54,0,1,0,0,1,2.0,Male,Other,F,0
22,0,7,0,1,1,1.0,Male,African-American,M,1
30,0,10,0,0,4,1.0,Male,African-American,M,0
31,0,3,0,0,1,1.0,Female,African-American,F,1
23,0,3,0,0,1,1.0,Female,Hispanic,M,0
40,0,7,0,0,6,1.0,Male,African-American,F,0
34,0,9,0,0,6,3238.0,Male,African-American,F,1
24,1,9,0,1,9,7.0,Male,African-American,M,1
25,0,6,0,0,1,0.0,Male,African-American,F,0
25,0,9,0,0,2,1.0,Male,African-American,F,0
26,0,8,0,0,4,0.0,Male,African-American,F,1
30,0,7,0,0,11,0.0,Male,African-American,F,1
27,0,5,0,0,6,127.0,Male,African-American,F,0
33,0,10,0,0,18,0.0,Male,African-American,F,1
39,0,1,0,0,0,1.0,Male,Hispanic,M,1
38,0,2,0,0,0,1.0,Male,African-American,M,0
49,0,2,0,0,2,1.0,Female,Caucasian,F,0
35,0,7,0,0,13,1.0,Male,Hispanic,F,0
26,0,3,0,0,2,1.0,Male,Asian,F,1
55,0,5,0,0,0,1.0,Male,Caucasian,F,0
21,0,8,0,1,1,1.0,Male,African-American,F,0
31,0,3,0,0,1,40.0,Male,African-American,F,0
27,0,2,0,0,0,1.0,Male,African-American,F,0
25,0,6,0,0,1,1.0,Male,African-American,F,0
37,0,1,0,0,2,0.0,Female,African-American,F,0
30,0,10,0,0,11,214.0,Male,Caucasian,M,1
23,0,4,0,0,2,1.0,Male,African-American,F,1
31,0,8,0,0,9,0.0,Male,Caucasian,M,1
31,0,5,0,0,0,1.0,Male,Caucasian,F,0
57,0,1,0,0,0,1.0,Male,African-American,F,1
20,0,5,0,0,0,1.0,Male,Other,F,1
37,0,2,0,0,2,1.0,Male,Caucasian,F,0
42,0,8,0,0,4,11.0,Female,Caucasian,F,1
53,0,4,0,0,5,1.0,Male,African-American,F,0
29,0,7,0,0,4,53.0,Male,African-American,F,1
35,0,6,1,0,16,288.0,Male,Caucasian,F,1
20,1,8,0,0,1,268.0,Male,African-American,F,1
21,0,8,0,0,1,8.0,Male,African-American,F,0
58,0,6,0,0,24,0.0,Male,African-American,F,1
28,0,8,0,1,7,9.0,Male,African-American,F,1
38,0,3,0,0,2,21.0,Male,Caucasian,F,0
37,0,1,0,0,0,1.0,Male,Other,M,0
40,1,8,0,0,15,1.0,Male,African-American,F,0
28,0,5,0,0,5,0.0,Male,African-American,F,1
35,0,4,0,0,0,1.0,Male,African-American,F,0
32,0,9,0,4,9,1.0,Male,African-American,F,0
34,0,2,0,0,5,1.0,Female,African-American,F,1
31,0,7,0,0,0,1.0,Male,Caucasian,F,1
35,0,5,0,0,0,1.0,Male,Caucasian,F,1
33,0,3,0,0,2,1.0,Male,Caucasian,F,0
40,0,4,0,0,6,1.0,Male,Caucasian,F,0
55,0,3,0,0,1,0.0,Male,Caucasian,F,0
51,0,1,0,0,1,1.0,Male,Asian,F,1
51,0,5,0,0,7,157.0,Female,Caucasian,F,0
40,0,5,0,0,0,1.0,Male,Hispanic,F,0
21,0,7,0,0,0,1.0,Female,Caucasian,F,0
24,0,8,0,0,2,49.0,Male,Other,M,1
24,0,6,0,0,4,19.0,Male,Asian,F,1
21,0,8,0,0,0,1.0,Female,African-American,F,1
23,0,7,0,2,1,1.0,Male,African-American,M,0
22,0,4,0,0,1,4.0,Female,African-American,M,0
28,0,4,0,0,2,0.0,Male,African-American,M,0
53,0,1,0,0,0,0.0,Female,African-American,F,0
26,0,5,0,0,0,1.0,Male,Caucasian,F,1
29,0,6,0,0,5,0.0,Male,African-American,F,1
38,0,5,0,0,3,1.0,Male,African-American,F,0
32,0,10,0,0,11,1.0,Male,Caucasian,F,0
57,0,5,0,0,12,1.0,Male,Caucasian,M,0
70,0,1,0,0,0,1.0,Male,Caucasian,M,0
23,0,8,0,0,1,1.0,Male,African-American,M,0
24,0,2,0,0,0,1.0,Male,African-American,F,0
25,0,9,0,0,0,1.0,Male,Other,F,1
66,0,1,0,0,0,1.0,Male,Other,M,0
63,0,4,0,0,23,1.0,Male,Other,F,1
65,0,5,0,0,7,1.0,Male,African-American,M,0
29,0,1,0,0,0,1.0,Male,Caucasian,F,0
61,0,8,0,0,29,50.0,Male,African-American,F,1
31,0,6,0,0,5,1.0,Male,Caucasian,F,1
29,0,1,0,0,0,1.0,Male,African-American,F,0
20,1,10,0,1,1,50.0,Male,African-American,F,1
34,0,2,0,0,0,2.0,Female,Caucasian,M,0
36,1,9,0,0,10,95.0,Male,Caucasian,M,1
41,0,1,0,0,0,1.0,Male,Caucasian,F,1
23,0,6,1,0,2,1.0,Male,African-American,F,1
21,0,5,0,1,1,4.0,Male,Hispanic,F,1
24,0,5,1,2,3,0.0,Male,Caucasian,M,0
32,0,1,0,0,1,47.0,Male,Hispanic,F,0
20,0,4,0,2,0,4.0,Male,Caucasian,F,0
48,0,1,0,0,4,1.0,Male,Other,F,1
21,0,8,3,1,4,463.0,Female,African-American,M,1
21,0,3,1,1,1,1.0,Male,Caucasian,M,0
22,0,8,0,0,1,241.0,Female,Caucasian,M,0
24,0,5,0,0,0,1.0,Female,African-American,F,0
22,0,2,0,0,0,1.0,Male,Hispanic,M,0
26,0,10,0,0,20,0.0,Male,African-American,F,1
31,0,3,0,0,4,1.0,Male,African-American,M,1
34,0,2,0,0,0,1.0,Male,Other,F,1
25,0,4,0,0,1,1.0,Male,Other,M,1
21,0,9,0,0,0,0.0,Male,African-American,F,1
27,0,5,1,1,8,1.0,Male,Hispanic,F,1
35,0,5,0,0,4,722.0,Male,African-American,M,0
43,0,9,0,0,0,1.0,Male,Caucasian,F,1
51,0,1,0,0,3,1.0,Male,Caucasian,F,1
46,0,4,0,0,9,1.0,Male,African-American,F,0
24,0,3,0,0,1,1.0,Male,African-American,F,0
23,0,5,0,0,0,1.0,Female,African-American,F,1
31,0,1,0,0,1,1.0,Male,African-American,F,0
46,0,8,0,0,1,245.0,Female,African-American,F,1
20,1,9,0,0,1,50.0,Male,Caucasian,F,1
35,0,6,0,1,12,1.0,Male,African-American,M,1
25,0,5,0,0,0,1.0,Male,African-American,M,1
32,0,4,0,0,9,60.0,Male,African-American,F,0
33,0,7,0,0,4,1.0,Male,African-American,M,1
31,0,5,0,2,2,1.0,Female,Caucasian,F,1
43,0,2,0,0,2,1.0,Female,African-American,F,1
47,0,1,0,0,0,1.0,Male,Hispanic,M,0
26,0,10,0,0,3,1.0,Female,African-American,F,1
45,0,1,0,0,5,233.0,Male,African-American,F,0
21,0,5,0,0,1,1.0,Male,Caucasian,F,0
23,0,7,0,0,0,1.0,Male,Hispanic,M,0
30,0,3,0,0,9,1.0,Male,African-American,F,1
44,0,5,0,1,11,1.0,Male,African-American,F,1
27,0,6,0,1,1,1.0,Male,Caucasian,F,1
23,0,7,0,0,6,18.0,Female,African-American,M,0
57,0,4,0,0,9,1.0,Male,Caucasian,F,1
56,0,1,0,0,1,20.0,Female,Caucasian,F,0
56,0,4,0,0,9,178.0,Male,African-American,F,0
29,0,6,0,0,2,1.0,Male,African-American,F,0
23,0,9,0,0,2,1.0,Male,African-American,F,0
47,0,9,0,0,28,1.0,Female,Caucasian,F,1
21,0,10,0,1,1,1.0,Male,African-American,F,1
42,0,1,0,0,7,1.0,Male,African-American,F,0
22,0,4,0,0,0,1.0,Male,African-American,M,1
46,0,1,0,0,1,2.0,Male,Caucasian,M,0
46,0,1,0,0,0,1.0,Male,Other,F,1
24,0,8,0,1,3,1.0,Male,African-American,F,1
29,0,10,0,0,0,1.0,Female,African-American,F,0
60,0,1,0,0,1,1183.0,Male,African-American,F,0
31,0,4,0,0,0,1.0,Female,Caucasian,F,1
36,0,6,0,0,0,1.0,Male,African-American,F,0
23,0,2,0,1,0,0.0,Male,African-American,F,0
50,0,1,0,0,0,1.0,Male,Caucasian,F,1
